timestamp, power.draw [W]
2026/02/22 03:41:06.435, 27.34 W
2026/02/22 03:41:07.435, 27.13 W
2026/02/22 03:41:08.435, 27.67 W
2026/02/22 03:41:09.435, 27.82 W
2026/02/22 03:41:10.435, 27.75 W
2026/02/22 03:41:11.435, 27.56 W
2026/02/22 03:41:12.435, 27.75 W
2026/02/22 03:41:13.436, 27.69 W
2026/02/22 03:41:14.436, 28.06 W
2026/02/22 03:41:15.436, 27.96 W
2026/02/22 03:41:16.436, 27.44 W
2026/02/22 03:41:17.436, 27.56 W
2026/02/22 03:41:18.436, 27.75 W
2026/02/22 03:41:19.436, 27.87 W
2026/02/22 03:41:20.437, 27.74 W
2026/02/22 03:41:21.437, 27.80 W
2026/02/22 03:41:22.437, 27.58 W
2026/02/22 03:41:23.437, 27.64 W
2026/02/22 03:41:24.437, 27.70 W
2026/02/22 03:41:25.437, 27.38 W
2026/02/22 03:41:26.437, 27.28 W
2026/02/22 03:41:27.437, 27.29 W
2026/02/22 03:41:28.438, 27.34 W
2026/02/22 03:41:29.438, 27.00 W
2026/02/22 03:41:30.438, 27.60 W
2026/02/22 03:41:31.438, 27.47 W
2026/02/22 03:41:32.438, 27.50 W
2026/02/22 03:41:33.438, 27.77 W
2026/02/22 03:41:34.438, 27.71 W
2026/02/22 03:41:35.438, 27.54 W
2026/02/22 03:41:36.439, 27.60 W
2026/02/22 03:41:37.439, 27.60 W
2026/02/22 03:41:38.439, 27.75 W
2026/02/22 03:41:39.439, 27.77 W
2026/02/22 03:41:40.439, 27.94 W
2026/02/22 03:41:41.439, 27.72 W
2026/02/22 03:41:42.439, 27.75 W
2026/02/22 03:41:43.440, 28.03 W
2026/02/22 03:41:44.440, 28.00 W
2026/02/22 03:41:45.440, 28.02 W
2026/02/22 03:41:46.440, 27.98 W
2026/02/22 03:41:47.440, 27.90 W
2026/02/22 03:41:48.440, 27.72 W
2026/02/22 03:41:49.440, 27.52 W
2026/02/22 03:41:50.440, 27.89 W
2026/02/22 03:41:51.441, 27.75 W
2026/02/22 03:41:52.441, 27.57 W
2026/02/22 03:41:53.441, 28.18 W
2026/02/22 03:41:54.441, 28.04 W
2026/02/22 03:41:55.441, 27.97 W
2026/02/22 03:41:56.441, 27.96 W
2026/02/22 03:41:57.441, 27.65 W
2026/02/22 03:41:58.441, 27.69 W
2026/02/22 03:41:59.442, 27.70 W
2026/02/22 03:42:00.442, 27.68 W
2026/02/22 03:42:01.442, 27.77 W
2026/02/22 03:42:02.442, 27.79 W
2026/02/22 03:42:03.442, 27.52 W
2026/02/22 03:42:04.442, 27.51 W
2026/02/22 03:42:05.442, 27.70 W
2026/02/22 03:42:06.443, 27.64 W
2026/02/22 03:42:07.443, 28.06 W
2026/02/22 03:42:08.443, 28.08 W
2026/02/22 03:42:09.443, 28.09 W
2026/02/22 03:42:10.443, 27.72 W
2026/02/22 03:42:11.443, 27.82 W
2026/02/22 03:42:12.443, 27.95 W
2026/02/22 03:42:13.443, 27.56 W
2026/02/22 03:42:14.444, 28.11 W
2026/02/22 03:42:15.444, 27.86 W
2026/02/22 03:42:16.444, 27.87 W
2026/02/22 03:42:17.444, 28.16 W
2026/02/22 03:42:18.444, 27.86 W
2026/02/22 03:42:19.444, 27.67 W
2026/02/22 03:42:20.444, 27.84 W
2026/02/22 03:42:21.445, 27.76 W
2026/02/22 03:42:22.445, 27.64 W
2026/02/22 03:42:23.445, 27.98 W
2026/02/22 03:42:24.445, 28.00 W
2026/02/22 03:42:25.445, 28.07 W
2026/02/22 03:42:26.445, 27.34 W
2026/02/22 03:42:27.445, 27.44 W
2026/02/22 03:42:28.445, 27.51 W
2026/02/22 03:42:29.446, 27.88 W
2026/02/22 03:42:30.446, 27.66 W
2026/02/22 03:42:31.446, 27.64 W
2026/02/22 03:42:32.446, 27.59 W
2026/02/22 03:42:33.446, 27.27 W
2026/02/22 03:42:34.446, 27.74 W
2026/02/22 03:42:35.446, 27.51 W
2026/02/22 03:42:36.446, 27.47 W
2026/02/22 03:42:37.447, 27.22 W
2026/02/22 03:42:38.447, 27.12 W
2026/02/22 03:42:39.447, 27.38 W
2026/02/22 03:42:40.447, 27.25 W
2026/02/22 03:42:41.447, 27.20 W
2026/02/22 03:42:42.447, 27.51 W
2026/02/22 03:42:43.447, 27.70 W
2026/02/22 03:42:44.447, 27.66 W
2026/02/22 03:42:45.448, 27.91 W
2026/02/22 03:42:46.448, 27.76 W
2026/02/22 03:42:47.448, 27.77 W
2026/02/22 03:42:48.448, 27.76 W
2026/02/22 03:42:49.448, 27.97 W
2026/02/22 03:42:50.448, 27.98 W
2026/02/22 03:42:51.448, 27.88 W
2026/02/22 03:42:52.449, 28.07 W
2026/02/22 03:42:53.449, 27.80 W
2026/02/22 03:42:54.449, 27.71 W
2026/02/22 03:42:55.449, 27.71 W
2026/02/22 03:42:56.449, 27.76 W
2026/02/22 03:42:57.449, 27.82 W
2026/02/22 03:42:58.449, 27.81 W
2026/02/22 03:42:59.449, 27.68 W
2026/02/22 03:43:00.450, 27.79 W
2026/02/22 03:43:01.450, 27.47 W
2026/02/22 03:43:02.450, 27.65 W
2026/02/22 03:43:03.450, 27.84 W
2026/02/22 03:43:04.450, 27.83 W
2026/02/22 03:43:05.450, 27.82 W
2026/02/22 03:43:06.450, 27.87 W
2026/02/22 03:43:07.451, 27.74 W
2026/02/22 03:43:08.451, 27.65 W
2026/02/22 03:43:09.451, 27.48 W
2026/02/22 03:43:10.451, 28.07 W
2026/02/22 03:43:11.451, 28.92 W
2026/02/22 03:43:12.451, 31.82 W
2026/02/22 03:43:13.451, 28.01 W
2026/02/22 03:43:14.451, 27.88 W
2026/02/22 03:43:15.452, 28.01 W
2026/02/22 03:43:16.452, 27.92 W
2026/02/22 03:43:17.452, 27.93 W
2026/02/22 03:43:18.452, 27.91 W
2026/02/22 03:43:19.452, 27.79 W
2026/02/22 03:43:20.452, 27.84 W
2026/02/22 03:43:21.452, 27.97 W
2026/02/22 03:43:22.452, 27.65 W
2026/02/22 03:43:23.453, 27.61 W
2026/02/22 03:43:24.453, 27.65 W
2026/02/22 03:43:25.453, 27.80 W
2026/02/22 03:43:26.453, 27.51 W
2026/02/22 03:43:27.453, 27.41 W
2026/02/22 03:43:28.453, 27.28 W
2026/02/22 03:43:29.453, 27.01 W
2026/02/22 03:43:30.454, 27.17 W
2026/02/22 03:43:31.454, 27.74 W
2026/02/22 03:43:32.454, 27.65 W
2026/02/22 03:43:33.454, 27.76 W
2026/02/22 03:43:34.454, 28.05 W
2026/02/22 03:43:35.454, 28.37 W
2026/02/22 03:43:36.454, 28.19 W
2026/02/22 03:43:37.454, 28.13 W
2026/02/22 03:43:38.455, 28.21 W
2026/02/22 03:43:39.455, 28.10 W
2026/02/22 03:43:40.455, 28.35 W
2026/02/22 03:43:41.455, 28.39 W
2026/02/22 03:43:42.455, 28.34 W
2026/02/22 03:43:43.455, 28.10 W
2026/02/22 03:43:44.455, 27.97 W
2026/02/22 03:43:45.456, 28.20 W
2026/02/22 03:43:46.456, 28.28 W
2026/02/22 03:43:47.456, 28.09 W
2026/02/22 03:43:48.456, 47.05 W
2026/02/22 03:43:49.456, 81.89 W
2026/02/22 03:43:50.456, 82.00 W
2026/02/22 03:43:51.456, 82.78 W
2026/02/22 03:43:52.457, 82.45 W
2026/02/22 03:43:53.457, 81.68 W
2026/02/22 03:43:54.457, 38.16 W
2026/02/22 03:43:55.457, 33.53 W
2026/02/22 03:43:56.457, 28.62 W
2026/02/22 03:43:57.457, 28.33 W
2026/02/22 03:43:58.457, 28.21 W
2026/02/22 03:43:59.457, 28.09 W
2026/02/22 03:44:00.458, 28.10 W
2026/02/22 03:44:01.458, 27.97 W
2026/02/22 03:44:02.458, 28.02 W
2026/02/22 03:44:03.458, 27.70 W
2026/02/22 03:44:04.458, 27.69 W
2026/02/22 03:44:05.458, 27.75 W
2026/02/22 03:44:06.458, 27.96 W
2026/02/22 03:44:07.458, 27.65 W
2026/02/22 03:44:08.459, 27.19 W
2026/02/22 03:44:09.459, 27.22 W
2026/02/22 03:44:10.459, 27.36 W
2026/02/22 03:44:11.459, 27.48 W
2026/02/22 03:44:12.459, 27.37 W
2026/02/22 03:44:13.459, 27.34 W
2026/02/22 03:44:14.459, 27.54 W
2026/02/22 03:44:15.460, 27.83 W
2026/02/22 03:44:16.460, 27.85 W
2026/02/22 03:44:17.460, 27.72 W
2026/02/22 03:44:18.460, 27.74 W
2026/02/22 03:44:19.460, 27.77 W
2026/02/22 03:44:20.460, 27.58 W
2026/02/22 03:44:21.460, 27.79 W
2026/02/22 03:44:22.461, 27.50 W
2026/02/22 03:44:23.461, 27.39 W
2026/02/22 03:44:24.461, 27.71 W
2026/02/22 03:44:25.461, 27.76 W
2026/02/22 03:44:26.461, 27.43 W
2026/02/22 03:44:27.461, 27.52 W
2026/02/22 03:44:28.461, 27.32 W
2026/02/22 03:44:29.461, 27.49 W
2026/02/22 03:44:30.462, 26.99 W
2026/02/22 03:44:31.462, 27.32 W
2026/02/22 03:44:32.462, 27.43 W
2026/02/22 03:44:33.462, 27.58 W
2026/02/22 03:44:34.462, 27.77 W
2026/02/22 03:44:35.462, 27.67 W
2026/02/22 03:44:36.462, 27.70 W
2026/02/22 03:44:37.462, 27.64 W
2026/02/22 03:44:38.463, 27.57 W
2026/02/22 03:44:39.463, 27.66 W
2026/02/22 03:44:40.463, 27.63 W
2026/02/22 03:44:41.463, 27.71 W
2026/02/22 03:44:42.463, 28.20 W
2026/02/22 03:44:43.463, 27.75 W
2026/02/22 03:44:44.464, 27.65 W
2026/02/22 03:44:45.464, 27.78 W
2026/02/22 03:44:46.464, 27.90 W
2026/02/22 03:44:47.464, 27.74 W
2026/02/22 03:44:48.464, 27.76 W
2026/02/22 03:44:49.464, 27.62 W
2026/02/22 03:44:50.464, 27.44 W
2026/02/22 03:44:51.464, 28.07 W
2026/02/22 03:44:52.465, 28.14 W
2026/02/22 03:44:53.465, 28.15 W
2026/02/22 03:44:54.465, 28.27 W
2026/02/22 03:44:55.465, 28.15 W
2026/02/22 03:44:56.465, 28.03 W
2026/02/22 03:44:57.465, 27.97 W
2026/02/22 03:44:58.465, 27.91 W
2026/02/22 03:44:59.466, 27.96 W
2026/02/22 03:45:00.466, 27.77 W
2026/02/22 03:45:01.466, 27.75 W
2026/02/22 03:45:02.466, 27.83 W
2026/02/22 03:45:03.466, 27.81 W
2026/02/22 03:45:04.466, 27.81 W
2026/02/22 03:45:05.466, 27.68 W
2026/02/22 03:45:06.466, 27.70 W
2026/02/22 03:45:07.467, 27.67 W
2026/02/22 03:45:08.467, 27.57 W
2026/02/22 03:45:09.467, 27.56 W
2026/02/22 03:45:10.467, 27.61 W
2026/02/22 03:45:11.467, 27.58 W
2026/02/22 03:45:12.467, 27.49 W
2026/02/22 03:45:13.467, 27.58 W
2026/02/22 03:45:14.468, 27.49 W
2026/02/22 03:45:15.468, 27.18 W
2026/02/22 03:45:16.468, 27.06 W
2026/02/22 03:45:17.468, 27.03 W
2026/02/22 03:45:18.468, 27.35 W
2026/02/22 03:45:19.468, 27.28 W
2026/02/22 03:45:20.468, 26.85 W
2026/02/22 03:45:21.469, 27.29 W
2026/02/22 03:45:22.469, 27.31 W
2026/02/22 03:45:23.469, 26.91 W
2026/02/22 03:45:24.469, 27.16 W
2026/02/22 03:45:25.469, 27.13 W
2026/02/22 03:45:26.469, 27.20 W
2026/02/22 03:45:27.469, 27.16 W
2026/02/22 03:45:28.469, 27.23 W
2026/02/22 03:45:29.470, 27.36 W
2026/02/22 03:45:30.470, 26.73 W
2026/02/22 03:45:31.470, 26.82 W
2026/02/22 03:45:32.470, 27.06 W
2026/02/22 03:45:33.470, 26.91 W
2026/02/22 03:45:34.470, 27.32 W
2026/02/22 03:45:35.470, 27.23 W
2026/02/22 03:45:36.471, 27.34 W
2026/02/22 03:45:37.471, 27.45 W
2026/02/22 03:45:38.471, 27.08 W
2026/02/22 03:45:39.471, 27.21 W
2026/02/22 03:45:40.471, 27.22 W
2026/02/22 03:45:41.471, 27.20 W
2026/02/22 03:45:42.471, 27.32 W
2026/02/22 03:45:43.472, 27.44 W
2026/02/22 03:45:44.472, 27.43 W
2026/02/22 03:45:45.472, 27.72 W
2026/02/22 03:45:46.472, 27.38 W
2026/02/22 03:45:47.472, 27.29 W
2026/02/22 03:45:48.472, 27.09 W
2026/02/22 03:45:49.472, 27.59 W
2026/02/22 03:45:50.472, 27.70 W
2026/02/22 03:45:51.473, 27.59 W
2026/02/22 03:45:52.473, 27.21 W
2026/02/22 03:45:53.473, 26.97 W
2026/02/22 03:45:54.473, 26.90 W
2026/02/22 03:45:55.473, 27.20 W
2026/02/22 03:45:56.473, 27.27 W
2026/02/22 03:45:57.473, 27.25 W
2026/02/22 03:45:58.474, 27.13 W
2026/02/22 03:45:59.474, 26.84 W
2026/02/22 03:46:00.474, 26.97 W
2026/02/22 03:46:01.474, 27.22 W
2026/02/22 03:46:02.474, 27.25 W
2026/02/22 03:46:03.474, 27.33 W
2026/02/22 03:46:04.474, 27.35 W
2026/02/22 03:46:05.474, 27.39 W
2026/02/22 03:46:06.475, 27.33 W
2026/02/22 03:46:07.475, 27.13 W
2026/02/22 03:46:08.475, 26.98 W
2026/02/22 03:46:09.475, 26.99 W
2026/02/22 03:46:10.475, 26.83 W
2026/02/22 03:46:11.475, 26.81 W
2026/02/22 03:46:12.475, 26.87 W
2026/02/22 03:46:13.475, 26.96 W
2026/02/22 03:46:14.476, 27.04 W
2026/02/22 03:46:15.476, 27.26 W
2026/02/22 03:46:16.476, 27.25 W
2026/02/22 03:46:17.476, 27.28 W
2026/02/22 03:46:18.476, 27.56 W
2026/02/22 03:46:19.476, 27.61 W
2026/02/22 03:46:20.476, 27.51 W
2026/02/22 03:46:21.477, 27.57 W
2026/02/22 03:46:22.477, 27.54 W
2026/02/22 03:46:23.477, 27.60 W
2026/02/22 03:46:24.477, 27.79 W
2026/02/22 03:46:25.477, 27.66 W
2026/02/22 03:46:26.477, 27.69 W
2026/02/22 03:46:27.477, 27.59 W
2026/02/22 03:46:28.477, 27.22 W
2026/02/22 03:46:29.478, 27.04 W
2026/02/22 03:46:30.478, 27.18 W
2026/02/22 03:46:31.478, 27.21 W
2026/02/22 03:46:32.478, 27.02 W
2026/02/22 03:46:33.478, 26.88 W
2026/02/22 03:46:34.478, 27.21 W
2026/02/22 03:46:35.478, 27.22 W
2026/02/22 03:46:36.478, 27.29 W
2026/02/22 03:46:37.479, 27.40 W
2026/02/22 03:46:38.479, 27.86 W
2026/02/22 03:46:39.479, 27.75 W
2026/02/22 03:46:40.479, 27.62 W
2026/02/22 03:46:41.479, 27.47 W
2026/02/22 03:46:42.479, 27.59 W
2026/02/22 03:46:43.479, 27.57 W
2026/02/22 03:46:44.480, 27.25 W
2026/02/22 03:46:45.480, 27.14 W
2026/02/22 03:46:46.480, 27.15 W
2026/02/22 03:46:47.480, 27.58 W
2026/02/22 03:46:48.480, 27.27 W
2026/02/22 03:46:49.480, 27.36 W
2026/02/22 03:46:50.480, 27.51 W
2026/02/22 03:46:51.480, 27.52 W
2026/02/22 03:46:52.481, 27.43 W
2026/02/22 03:46:53.481, 27.29 W
2026/02/22 03:46:54.481, 27.46 W
2026/02/22 03:46:55.481, 27.39 W
2026/02/22 03:46:56.481, 27.53 W
2026/02/22 03:46:57.481, 27.80 W
2026/02/22 03:46:58.481, 27.95 W
2026/02/22 03:46:59.482, 28.02 W
2026/02/22 03:47:00.482, 27.92 W
2026/02/22 03:47:01.482, 27.81 W
2026/02/22 03:47:02.482, 27.42 W
2026/02/22 03:47:03.482, 27.71 W
2026/02/22 03:47:04.482, 27.75 W
2026/02/22 03:47:05.482, 27.75 W
2026/02/22 03:47:06.483, 27.61 W
2026/02/22 03:47:07.483, 27.78 W
2026/02/22 03:47:08.483, 27.89 W
2026/02/22 03:47:09.483, 28.04 W
2026/02/22 03:47:10.483, 28.03 W
2026/02/22 03:47:11.483, 28.00 W
2026/02/22 03:47:12.483, 27.66 W
2026/02/22 03:47:13.483, 27.60 W
2026/02/22 03:47:14.484, 27.54 W
2026/02/22 03:47:15.484, 27.26 W
2026/02/22 03:47:16.484, 27.29 W
2026/02/22 03:47:17.484, 27.50 W
2026/02/22 03:47:18.484, 27.39 W
2026/02/22 03:47:19.484, 27.77 W
2026/02/22 03:47:20.484, 27.84 W
2026/02/22 03:47:21.484, 27.72 W
2026/02/22 03:47:22.485, 27.24 W
2026/02/22 03:47:23.485, 27.21 W
2026/02/22 03:47:24.485, 27.34 W
2026/02/22 03:47:25.485, 27.19 W
2026/02/22 03:47:26.485, 27.35 W
2026/02/22 03:47:27.485, 27.59 W
2026/02/22 03:47:28.485, 27.84 W
2026/02/22 03:47:29.486, 27.76 W
2026/02/22 03:47:30.486, 28.07 W
2026/02/22 03:47:31.486, 27.75 W
2026/02/22 03:47:32.486, 27.83 W
2026/02/22 03:47:33.486, 27.73 W
2026/02/22 03:47:34.486, 27.59 W
2026/02/22 03:47:35.486, 27.47 W
2026/02/22 03:47:36.486, 27.33 W
2026/02/22 03:47:37.487, 27.40 W
2026/02/22 03:47:38.487, 27.52 W
2026/02/22 03:47:39.487, 27.84 W
2026/02/22 03:47:40.487, 27.99 W
2026/02/22 03:47:41.487, 28.15 W
2026/02/22 03:47:42.487, 27.97 W
2026/02/22 03:47:43.487, 27.68 W
2026/02/22 03:47:44.488, 27.45 W
2026/02/22 03:47:45.488, 27.59 W
2026/02/22 03:47:46.488, 27.41 W
2026/02/22 03:47:47.488, 27.71 W
2026/02/22 03:47:48.488, 27.64 W
2026/02/22 03:47:49.488, 27.37 W
2026/02/22 03:47:50.488, 27.19 W
2026/02/22 03:47:51.488, 27.12 W
2026/02/22 03:47:52.489, 27.34 W
2026/02/22 03:47:53.489, 27.16 W
2026/02/22 03:47:54.489, 27.40 W
2026/02/22 03:47:55.489, 27.39 W
2026/02/22 03:47:56.489, 27.36 W
2026/02/22 03:47:57.489, 27.36 W
2026/02/22 03:47:58.489, 27.20 W
2026/02/22 03:47:59.490, 27.34 W
2026/02/22 03:48:00.490, 27.22 W
2026/02/22 03:48:01.490, 27.10 W
2026/02/22 03:48:02.490, 26.92 W
2026/02/22 03:48:03.490, 27.30 W
2026/02/22 03:48:04.490, 27.25 W
2026/02/22 03:48:05.490, 27.36 W
2026/02/22 03:48:06.490, 27.36 W
2026/02/22 03:48:07.491, 27.28 W
2026/02/22 03:48:08.491, 27.14 W
2026/02/22 03:48:09.491, 27.26 W
2026/02/22 03:48:10.491, 27.33 W
2026/02/22 03:48:11.491, 27.36 W
2026/02/22 03:48:12.491, 27.37 W
2026/02/22 03:48:13.491, 27.48 W
2026/02/22 03:48:14.492, 27.28 W
2026/02/22 03:48:15.492, 27.31 W
2026/02/22 03:48:16.492, 27.35 W
2026/02/22 03:48:17.492, 27.23 W
2026/02/22 03:48:18.492, 27.32 W
2026/02/22 03:48:19.492, 27.33 W
2026/02/22 03:48:20.492, 27.51 W
2026/02/22 03:48:21.492, 27.53 W
2026/02/22 03:48:22.493, 27.58 W
2026/02/22 03:48:23.493, 27.59 W
2026/02/22 03:48:24.493, 27.84 W
2026/02/22 03:48:25.493, 27.76 W
2026/02/22 03:48:26.493, 27.57 W
2026/02/22 03:48:27.493, 27.65 W
2026/02/22 03:48:28.493, 27.49 W
2026/02/22 03:48:29.494, 27.30 W
2026/02/22 03:48:30.494, 27.27 W
2026/02/22 03:48:31.494, 27.35 W
2026/02/22 03:48:32.494, 27.56 W
2026/02/22 03:48:33.494, 27.56 W
2026/02/22 03:48:34.494, 27.46 W
2026/02/22 03:48:35.494, 27.64 W
2026/02/22 03:48:36.494, 27.56 W
2026/02/22 03:48:37.495, 27.50 W
2026/02/22 03:48:38.495, 27.56 W
2026/02/22 03:48:39.495, 27.52 W
2026/02/22 03:48:40.495, 27.35 W
2026/02/22 03:48:41.495, 27.42 W
2026/02/22 03:48:42.495, 27.24 W
2026/02/22 03:48:43.495, 27.52 W
2026/02/22 03:48:44.496, 27.74 W
2026/02/22 03:48:45.496, 27.57 W
2026/02/22 03:48:46.496, 27.57 W
2026/02/22 03:48:47.496, 27.88 W
2026/02/22 03:48:48.496, 27.66 W
2026/02/22 03:48:49.496, 27.65 W
2026/02/22 03:48:50.496, 27.52 W
2026/02/22 03:48:51.496, 27.54 W
2026/02/22 03:48:52.497, 27.89 W
2026/02/22 03:48:53.497, 27.90 W
2026/02/22 03:48:54.497, 27.77 W
2026/02/22 03:48:55.497, 27.61 W
2026/02/22 03:48:56.497, 27.49 W
2026/02/22 03:48:57.497, 27.44 W
2026/02/22 03:48:58.497, 27.52 W
2026/02/22 03:48:59.498, 28.09 W
2026/02/22 03:49:00.498, 27.97 W
2026/02/22 03:49:01.498, 27.68 W
2026/02/22 03:49:02.498, 27.65 W
2026/02/22 03:49:03.498, 27.75 W
2026/02/22 03:49:04.498, 27.72 W
2026/02/22 03:49:05.498, 27.74 W
2026/02/22 03:49:06.498, 28.05 W
2026/02/22 03:49:07.499, 27.84 W
2026/02/22 03:49:08.499, 27.74 W
2026/02/22 03:49:09.499, 27.64 W
2026/02/22 03:49:10.499, 27.56 W
2026/02/22 03:49:11.499, 27.56 W
2026/02/22 03:49:12.499, 27.97 W
2026/02/22 03:49:13.499, 28.04 W
2026/02/22 03:49:14.499, 27.96 W
2026/02/22 03:49:15.500, 27.69 W
2026/02/22 03:49:16.500, 27.73 W
2026/02/22 03:49:17.500, 27.75 W
2026/02/22 03:49:18.500, 27.69 W
2026/02/22 03:49:19.500, 27.66 W
2026/02/22 03:49:20.500, 27.57 W
2026/02/22 03:49:21.500, 27.85 W
2026/02/22 03:49:22.501, 27.79 W
2026/02/22 03:49:23.501, 27.58 W
2026/02/22 03:49:24.501, 27.33 W
2026/02/22 03:49:25.501, 27.38 W
2026/02/22 03:49:26.501, 27.46 W
2026/02/22 03:49:27.501, 27.37 W
2026/02/22 03:49:28.501, 27.37 W
2026/02/22 03:49:29.502, 27.65 W
2026/02/22 03:49:30.502, 27.83 W
2026/02/22 03:49:31.502, 27.95 W
2026/02/22 03:49:32.502, 27.71 W
2026/02/22 03:49:33.502, 27.69 W
2026/02/22 03:49:34.502, 27.50 W
2026/02/22 03:49:35.502, 27.64 W
2026/02/22 03:49:36.502, 27.63 W
2026/02/22 03:49:37.503, 27.56 W
2026/02/22 03:49:38.503, 27.34 W
2026/02/22 03:49:39.503, 27.21 W
2026/02/22 03:49:40.503, 27.33 W
2026/02/22 03:49:41.503, 27.65 W
2026/02/22 03:49:42.503, 27.56 W
2026/02/22 03:49:43.503, 27.65 W
2026/02/22 03:49:44.503, 27.61 W
2026/02/22 03:49:45.504, 27.45 W
2026/02/22 03:49:46.504, 27.37 W
2026/02/22 03:49:47.504, 27.55 W
2026/02/22 03:49:48.504, 27.96 W
2026/02/22 03:49:49.504, 27.72 W
2026/02/22 03:49:50.504, 27.69 W
2026/02/22 03:49:51.504, 27.60 W
2026/02/22 03:49:52.505, 27.14 W
2026/02/22 03:49:53.505, 27.49 W
2026/02/22 03:49:54.505, 27.65 W
2026/02/22 03:49:55.505, 27.61 W
2026/02/22 03:49:56.505, 27.71 W
2026/02/22 03:49:57.505, 27.72 W
2026/02/22 03:49:58.505, 27.89 W
2026/02/22 03:49:59.505, 27.73 W
2026/02/22 03:50:00.506, 27.73 W
2026/02/22 03:50:01.506, 27.84 W
2026/02/22 03:50:02.506, 28.01 W
2026/02/22 03:50:03.506, 27.97 W
2026/02/22 03:50:04.506, 27.76 W
2026/02/22 03:50:05.506, 27.80 W
2026/02/22 03:50:06.506, 27.97 W
2026/02/22 03:50:07.506, 28.06 W
2026/02/22 03:50:08.507, 28.04 W
2026/02/22 03:50:09.507, 27.83 W
2026/02/22 03:50:10.507, 27.97 W
2026/02/22 03:50:11.507, 28.27 W
2026/02/22 03:50:12.507, 28.03 W
2026/02/22 03:50:13.507, 27.77 W
2026/02/22 03:50:14.507, 27.66 W
2026/02/22 03:50:15.508, 27.70 W
2026/02/22 03:50:16.508, 27.64 W
2026/02/22 03:50:17.508, 27.59 W
2026/02/22 03:50:18.508, 27.41 W
2026/02/22 03:50:19.508, 27.33 W
2026/02/22 03:50:20.508, 27.35 W
2026/02/22 03:50:21.508, 27.57 W
2026/02/22 03:50:22.508, 27.68 W
2026/02/22 03:50:23.509, 27.86 W
2026/02/22 03:50:24.509, 27.92 W
2026/02/22 03:50:25.509, 27.88 W
2026/02/22 03:50:26.509, 27.87 W
2026/02/22 03:50:27.509, 27.88 W
2026/02/22 03:50:28.509, 27.63 W
2026/02/22 03:50:29.509, 27.84 W
2026/02/22 03:50:30.510, 28.08 W
2026/02/22 03:50:31.510, 28.06 W
2026/02/22 03:50:32.510, 28.12 W
2026/02/22 03:50:33.510, 28.04 W
2026/02/22 03:50:34.510, 28.04 W
2026/02/22 03:50:35.510, 27.81 W
2026/02/22 03:50:36.510, 27.83 W
2026/02/22 03:50:37.510, 27.28 W
2026/02/22 03:50:38.511, 27.44 W
2026/02/22 03:50:39.511, 27.55 W
2026/02/22 03:50:40.511, 27.59 W
2026/02/22 03:50:41.511, 27.58 W
2026/02/22 03:50:42.511, 27.62 W
2026/02/22 03:50:43.511, 27.70 W
2026/02/22 03:50:44.511, 27.81 W
2026/02/22 03:50:45.512, 27.60 W
2026/02/22 03:50:46.512, 27.54 W
2026/02/22 03:50:47.512, 27.41 W
2026/02/22 03:50:48.512, 27.44 W
2026/02/22 03:50:49.512, 27.63 W
2026/02/22 03:50:50.512, 27.37 W
2026/02/22 03:50:51.512, 27.18 W
2026/02/22 03:50:52.512, 27.16 W
2026/02/22 03:50:53.513, 27.48 W
2026/02/22 03:50:54.513, 27.47 W
2026/02/22 03:50:55.513, 27.50 W
2026/02/22 03:50:56.513, 27.26 W
2026/02/22 03:50:57.513, 27.29 W
2026/02/22 03:50:58.513, 27.34 W
2026/02/22 03:50:59.513, 27.37 W
2026/02/22 03:51:00.513, 27.64 W
2026/02/22 03:51:01.514, 27.45 W
2026/02/22 03:51:02.514, 26.94 W
2026/02/22 03:51:03.514, 27.06 W
2026/02/22 03:51:04.514, 27.58 W
2026/02/22 03:51:05.514, 27.45 W
2026/02/22 03:51:06.514, 27.22 W
2026/02/22 03:51:07.514, 27.25 W
2026/02/22 03:51:08.515, 27.41 W
2026/02/22 03:51:09.515, 27.53 W
2026/02/22 03:51:10.515, 27.37 W
2026/02/22 03:51:11.515, 27.41 W
2026/02/22 03:51:12.515, 27.44 W
2026/02/22 03:51:13.515, 27.51 W
2026/02/22 03:51:14.515, 27.58 W
2026/02/22 03:51:15.515, 27.30 W
2026/02/22 03:51:16.516, 27.38 W
2026/02/22 03:51:17.516, 27.44 W
2026/02/22 03:51:18.516, 27.63 W
2026/02/22 03:51:19.516, 27.84 W
2026/02/22 03:51:20.516, 27.63 W
2026/02/22 03:51:21.516, 27.52 W
2026/02/22 03:51:22.516, 27.58 W
2026/02/22 03:51:23.517, 27.47 W
2026/02/22 03:51:24.517, 27.46 W
2026/02/22 03:51:25.517, 27.71 W
2026/02/22 03:51:26.517, 27.73 W
2026/02/22 03:51:27.517, 27.63 W
2026/02/22 03:51:28.517, 27.57 W
2026/02/22 03:51:29.517, 27.46 W
2026/02/22 03:51:30.517, 27.49 W
2026/02/22 03:51:31.518, 27.59 W
2026/02/22 03:51:32.518, 27.52 W
2026/02/22 03:51:33.518, 27.78 W
2026/02/22 03:51:34.518, 27.70 W
2026/02/22 03:51:35.518, 27.58 W
2026/02/22 03:51:36.518, 27.59 W
2026/02/22 03:51:37.518, 27.55 W
2026/02/22 03:51:38.519, 27.71 W
2026/02/22 03:51:39.519, 27.75 W
2026/02/22 03:51:40.519, 27.65 W
